city_code,city_name_en,city_name_ar,city_name_hi
MBI,"","",""
MBJ,Montego Bay,مونتيغو باي,मोंटेगो बे
MBL,Manistee,مانيستي,मॅनिस्टी
MBS,Bay City Midland Saginaw,باي سيتي / ميدلاند / ساغيناو,बे सिटी मिडलॅंड सागीनव
MBT,Masbate,ماسبات,मॅसबेट
MBX,Maribor,,मरिबोर
MCE,Merced,ميرسيد,मेरसेद
MCG,Mcgrath,ماكغراث,मैकग्रा
MCK,Mc Cook,ماكوك,एम सी कुक
MCM,Monaco,موناكو,मोनाको
MCN,"","",""
MCP,Macapa,ماكابا,मकापा
MCT,Muscat,مسقط,मस्कट
MCV,Mcarthur River,مكارثر ريفر,मैकर्थर रिवर
MCW,Mason City,ماسون سيتي,मेसन सिटी
MCX,Makhachkala,ماخاتشكالا,मखचकला
MCY,Sunshine Coast,صن شاين كوست,सनशाइन कोस्ट
MCZ,Maceio,ماسيو,मैसीओ
MDC,Manado,مانادو,मनाडो
MDE,Medellin,ميدلين,मेडेलिन
MDG,Mudanjiang,مودانجيانغ,मूड़ानजियांग
MDK,Mbandaka,,मबंडाका
MDL,Mandalay,ماندالاي,मॅंडेले
MDQ,Mar Del Plata,مار ديل بلاتا,मार डेल प्लाटा
MDU,Mendi,,मेंदी
MDZ,Mendoza,مندوزا,मेंडोज़ा
MEC,Manta,مانتا,मंटा
MED,Madinah,المدينة المنورة,मदीना
MEE,Mare,فرماري,मारे
MEH,Mehamn,ميهامن,मेहमन
MEI,Meridian,ميريديان,मेरीडियन
MEL,Melbourne,ملبورن,मेलबर्न
MEM,Memphis,ممفيس,मेम्फिस
MEQ,"","",""
MES,Medan,ميدان,मेडन
MEX,Mexico City,مدينة مكسيكو,मेक्सिको सिटी
MFA,Mafia Island,,माफिया आइलैंड
MFE,Mc Allen Mission,ماكالين ميسيون,मैक एलन मिशन
MFK,"","",""
MFM,Macau,ماكاو,मकाउ
MFR,Medford,ميدفورد,मेडफोर्ड
MFU,Mfuwe,,एमएफयुड्ब्लूई
MGA,Managua,ماناغوا,मानागुआ
MGB,Mount Gambier,,माउंट गैम्बियर
MGF,Maringa,مارينجا,मरिंगा
MGH,Margate,,मार्गेट
MGM,Montgomery,مونتغمري,मोंटगोमरी
MGQ,Mogadishu,مقديشو,मोगादिशू
MGS,Mangaia Island,جزيرة منغايا,मंगाया आइलॅंड
MGT,Milingimbi,ميلينغيمبي,मिलिंज़िंबी
MGU,"","",""
MGW,Morgantown,مورغانتاون,मॉर्गनटाउन
MGZ,Myeik,,मायायक
MHC,"","",""
MHD,Mashhad,مشهد,मशहद
MHG,Mannheim,,मॅनहाइम
MHH,Marsh Harbour,مارش هاربر,मार्श हार्बर
MHK,Manhattan,مانهاتن,मैनहट्टन
MHQ,Mariehamn,ماريهامن,मरिएहमन
MHT,Manchester,مانشستر,मैनचेस्टर
MHW,"","",""
MIA,Miami,ميامي,मियामी
MID,Merida,ميريدا,मेरिडा
MIG,Mianyang,ميانيانغ,मियनयंग
MII,Mar¡lia,,मार¡लिया
MIL,Milan,ميلان,मिलान
MIM,Merimbula,,मेरमबुला
MIR,Monastir,المنستير,मोनास्टिर
MIS,Misima island,جزيرة ميسيما,मिसिमा आइलॅंड
MIU,"","",""
MJC,Man,,मॅन
MJD,Moenjodaro,موهينجو دارو,मोएँजोदरो
MJF,Mosjoen,موسجوين,मोसजोन
MJI,Tripoli,,त्रिपोली
MJK,"","",""
MJM,Mbuji Mayi,مبوجي مايي,एमबुज़ी माई
MJN,Mahajanga,ماجنكا,महाजंगा
MJT,Mytilene,ميتيليني,मिटलिन
MJU,Mamuju,,मामूजू
MJV,Murcia,مورسيا,मर्सिया
MJZ,Mirnyj,ميرني,मिरणीज
MKC,Kansas City,كانساس سيتي,कंसास सिटी
MKE,Milwaukee,ميلووكي,मिल्वौकी
MKG,Muskegon,موسكيغون,मस्कीगन
MKK,Hoolehua,هوليهوا,हूलेहुआ
MKL,Jackson,جاكسون,जैक्सन
MKM,Mukah,موكاه,मुकाह
MKP,Makemo,ماكيمو,मकेमो
MKQ,Merauke,ميروكي,मेरौक
MKR,"","",""
MKW,Manokwari,مانوكواري,मानोक्वारी
MKY,Mackay,ماكاي,मकाय
MKZ,Malacca,,मलक्का
MLA,Malta,مالطا,माल्टा
MLB,Melbourne,ملبورن,मेलबर्न
MLE,Male,ماليه,मेल
MLG,Malang,مالانج,मलांग
MLI,Moline,مولين,मोलिन
MLL,Marshall,,मार्शल
MLM,Morelia,موريليا,मोरेलिया
MLN,Melilla,مليلية,मेलिला
MLO,Milos,ميلوس,मिलोस
MLU,Monroe,مونرو,मुनरो
MLW,Monrovia,مونروفيا,मोनरोविया
MLX,Malatya,ملاطية,मालतिया
MLY,Manley Hot Springs,,मैनले हॉट स्प्रिंग्स
MMA,Malmo,مالمو,माल्मो
MMB,Memanbetsu,ميمامبيتسو,मेमानबेत्सू
MMD,Minami Daito,,मीनामी दायटो
MME,Teesside,تيسايد,टीसाइड
MMG,"","",""
MMH,Mammoth Lakes,,मम्मोथ लेक्स
MMJ,Matsumoto,ماتسوموتو,मात्सुमोतो
MMK,Murmansk,مورمانسك,मरमंस्क
MMM,"","",""
MMO,Maio,,माईओ
MMQ,"","",""
MMU,Morristown,,मॉरिसटाउन
MMY,Miyako,مياكو,मियाको
MMZ,Maimama,ماياما,माइमामा
MNA,"","",""
MNC,Nacala,,नाकाला
MNG,Maningrida,مانينغريدا,मनिंग्रीडा
MNI,Geralds,,गेराल्ड्स
MNK,"","",""
MNL,Manila,مانيلا,मनीला
MNO,"","",""
MNT,Minto,,मिंटो
MNU,Mawlamyine,,मौलम्यिने
MOA,Moa,,मोआ
MOB,Mobile,موبايل,मोबाइल
MOC,Montes Claros,,मॉन्टेस क्लेरोस
MOF,Maumere,,माउमेरे
MOG,Mong Hsat,,मोंग एचएसएटी
MOI,Mitiaro Island,جزيرة ميتيارو,मायटीआरो आइलॅंड
MOL,Molde,مولدي,मोलडे
MOQ,Morondava,موروندافا,मोरोन्डावा
MOT,Minot,مينوت,मिनोट
MOU,Mountain Village,,माउंटेन विलेज
MOV,Moranbah,مورانباه,मोरनबाह
MOW,Moscow,موسكو,मॉस्को
MOZ,Moorea,موريا,मूरिया
MPA,Mpacha,مباشا,मपचा
MPH,Caticlan,كاتيكلان,काटीक्लान
MPL,Montpellier,مونبلييه,मोंटपेलियर
MPM,Maputo,مابوتو,मापुटो
MPN,Mount Pleasant,تشارلستون,माउंट प्लीजेंट
MPP,Mulatupo,,मूलतूपो
MQF,Magnetiogorsk,ماغنيتيوغورسك,मॅग्नेटिगोर्स्क
MQJ,"","",""
MQL,Mildura,ميلدورا,मिल्ड्यूरा
MQM,Mardin,,मार्डिन
MQN,Mo i Rana,,मो आय राना
MQP,Mpumalanga,مبومالانجا,एंपुमालांगा
MQT,Marquette,ماركويت,मार्क्वेट
MQX,Makale,ماكالي,मकाले
MRA,Misratah,مصراتة,मिसरेता
MRE,Masai Mara,,मसाई मारा
MRQ,"","",""
MRS,Marseille,مرسيليا,मार्सिले
MRU,Mauritius,موريشيوس,मॉरीशस
MRV,Mineralnye Vody,منيراليني فودي,मिनरलनए वोडी
MRX,Bandar Mahshahr,بندر ماهشار,बंदर माहशार
MRY,Carmel Monterey,الكرمل / مونتيري,कार्मेल मोंटेरी
MRZ,Moree,موري,मोरी
MSA,Muskrat Dam,موسكارت دام,मस्कराट डॅम
MSJ,Misawa,ميساوا,मिसवा
MSL,Florence Muscle Shoals Sheffield,فلورنسا / ماسل شولز/ شيفيلد,फ्लोरेंस मसल शोअल्स शेफील्ड
MSN,Madison,ماديسون,मैडिसन
MSO,Missoula,ميسولا,मिस्सौला
MSP,Minneapolis St Paul,مينيابوليس سانت بول,मिनियापोलिस सेंट पॉल
MSQ,Minsk,مينسك 2,मिन्स्क
MSR,Mus,,मस 
MSS,Massena,ماسينا,मसीना
MST,Maastricht,ماستريخت,मासत्रिच्त
MSU,Maseru,ماسيرو,मासेरु
MSY,New Orleans,نيو أورليانز,न्यू ऑरलियन्स
MSZ,Mocamedes,,मोकामीड्स
MTJ,Montrose,مونتروز,मोंटरोस
MTK,"","",""
MTM,Metakatla,,मेताकत्ला
MTR,Monteria,مونتيريا,मॉन्टेरिया
MTT,Minatitlan,ميناتيتلان,मिनाटीत्लान
MTV,Ablow,أبلو,आब्लोव
MTY,Monterrey,مونتيري,मॉन्टेरी
MUA,Munda,,मुंडा
MUB,Maun,ماون,मौन
MUC,Munich,ميونيخ,म्यूनिख
MUE,Kamuela,,कामुएला
MUH,Mersa Matruh,مرسى مطروح,मेरसा मतरुह
MUK,Mauke Island,جزيرة ماوكي,मौक आइलॅंड
MUN,Maturin,ماتورين,मातुरिन
MUR,Marudi,مارودي,मारूड़ी
MUW,Ghriss,غريس,ग्रीस
MUX,Multan,مولتان,मुल्तान
MUZ,Musoma,,मुसोमा
MVB,Franceville,,फ्रॅन्सविल
MVD,Montevideo,مونتيفيديو,मोंटेवीडियो
MVL,Morrisville,,मॉरिस्वेल
MVP,Mitu,ميتو,मितू
MVR,Maroua,ماروا,मारूआ
MVT,Mataiva,ماتيافا,मातईवा
MVY,Marthas Vineyard,مارثاس فينيارد,मार्थस विनएर्ड
MWA,Marion,ماريون,मैरियन
MWF,Maewo Island,جزيرة مايوو,मैवो आइलैंड
MWK,"","",""
MWX,Muan,,मुआन
MWZ,Mwanza,موانزا,म्वांझा
MXH,Moro,مورو,मोरो
MXL,Mexicali,مكسيكالي,मेक्सिकैली
MXV,Muren,,मुरेन
MXX,Mora,,मोरा
MXZ,Meixian,ميشيان,मिज़ॉन
MYA,Moruya,,मोरुया
MYD,Malindi,ماليندي,मालिंदी
MYG,Mayaguana,ماياجيوانا,मायगुआना
MYJ,Matsuyama,ماتسوياما,मत्सुयमा
MYP,Mary,,मैरी
MYR,Myrtle Beach,ميرتل بيتش,म्यर्टल बीच
MYT,Myitkyina,ميتكيينا,मईत्क्यिना
MYU,Mekoryuk,,मेकोरयुक
MYW,Mtwara,متوارا,म्त्वारा
MYY,Miri,ميري,मिरी
MZA,"","",""
MZG,Makung,ماغونغ,माकूंग
MZH,Merzifon,,मर्ज़िफन
MZK,"","",""
MZL,Manizales,مانيزاليس,मानिज़ालेस
MZO,Manzanillo,,मँज़निल्लो
MZR,Mazar I Sharif,مزار شريف,मजार आइ शरीफ
MZT,Mazatlan,مازاتلان,मज़ाट्लान
MZV,Mulu,مولو,मुलु
MZW,"","",""
NAA,"","",""
NAG,Nagpur,ناجبور,नागपुर
NAH,Naha,,नाहा:
NAJ,Nakhchivan,ناخيتشيفان,नखचिवन
NAL,Nalchik,نالتشيك,नलचिक
NAN,Nadi,نادي,नाडी
NAO,Nanchong,نانتشونغ,नान्चॉन्ग
NAP,Naples,نابولي,नेपल्स
NAQ,Qaanaaq,كاناك,क़ानाक़
NAS,Nassau,ناسو,नासाउ
NAT,Natal,ناتال,नेटल
NAU,"","",""
NAV,Nevsehir,,नेवसहिर
NAW,Narathiwat,ناراثيوات,नराथिवट
NBC,Beaufort,بوفورت,ब्यूफोर्ट
NBE,Enfidha,,एनफीड़ा
NBN,"","",""
NBO,Nairobi,نيروبي,नैरोबी
NBS,Baishan,,बाएशान
NBW,"","",""
NBX,Nabire,,नबीरे
NCE,Nice,نيس,नाइस
NCJ,"","",""
NCL,Newcastle,نيوكاسل,न्यूकैसल
NCU,Nukus,نوكوس,नुकूस
NDB,Nouadhibou,نواذيبو,न्युआदीबौ
NDC,"","",""
NDG,Qiqihar,تشيتشيهار,क़िक़ीहर
NDJ,N Djamena,إنجامينا,एन ड्जॅमेना
NDR,El Aroui,,एल एरोई
NDU,Rundu,,रुंडू
NDY,Sanday,,सन्डे
NEI,"","",""
NER,"","",""
NEU,"","",""
NEV,Nevis,جزيرة نيفيس,नेविस
NFO,Angaha,,अंगहा
NGB,Ninbo,نيبو,निंबो
NGD,"","",""
NGE,Ngaoundere,نغاونديري,एनजीएउंड्रा
NGK,"","",""
NGL,"","",""
NGO,Nagoya,ناغويا,नागोया
NGQ,Shiquanhe,,शिक्वेन्हे
NGS,Nagasaki,ناغازاكي,नागासाकी
NHA,Nhatrang,,न्हाट्रंग
NHV,Nuku Hiva,نوكو هيفا,नुकू हिवा
NIB,Nikolai,,निकोलाई
NIF,"","",""
NIG,"","",""
NIM,Niamey,نيامي,नियामे
NIQ,"","",""
NIU,Niau,,निआउ
NJC,Nizhnevartovsk,نيجنفارتوفسك,निज़नेवर्टोवस्क
NJF,Najaf,,नजफ
NKC,Nouakchott,نواكشوط,नौआकचोट
NKG,Nanking Nanjing,ناكينغ / نانجينغ,नानकिंग नानजिंग
NKI,"","",""
NKT,Cherry Point,,चेरी पॉइंट
NLA,Ndola,ندولا,नडोला
NLD,Nuevo Laredo,نويفو لاريدو,नुएवो लारेडो
NLG,Nelson Lagoon,,नेल्सन लैगून
NLH,"","",""
NLK,Norfolk Island,جزيرة نورفولك,नॉरफ़ॉक आइलैंड
NLT,Xinyuan,,क्षीन्युआन
NMA,Namangan,نامانجان,नामांगन
NME,Nightmute,,नाईटम्यूट
NNB,Santa Ana,,संता ऐना
NNG,Nanning,ناننينغ,नाननिंग
NNL,Nondalton,,नोंदोळटोन
NNM,Naryan Mar,ناريان مار,नारीयन मार
NNT,Nan,نادي,नेन
NNY,Nanyang,نانيانغ,नानयांग
NOB,Nosara Beach,,नोसारा बीच
NOC,Knock,نوك,नॉक
NOJ,Noyabrsk,نويابرسك,नायॅब्र्स्क
NON,"","",""
NOP,"","",""
NOS,Nosy Be,نوزي بي,नोसी बी
NOU,Noumea,نوميا,नौमिया
NOV,Huambo,,हुआंबो
NOZ,Novokuznetsk,نوفوكوزنيتسك,नोवोकुज़नेट्सक
NPE,Napier,نابيير,नेपियर
NPL,New Plymouth,نيو بلايموث,न्यू प्लिमत
NQN,Neuquen,نيوكوين,न्यूक्वन
NQT,Nottingham,,नॉटिंघम
NQU,Nuqu¡,,नुक़ु¡
NQY,Newquay,نيوكواي,न्यूके
NRA,Narrandera,,नर्रांदरा
NRE,"","",""
NRK,Norrkoeping,نوركوبينغ,नॉर्रकॉएपिंग
NRL,North Ronaldsay,,नार्थ रोनाल्ड्से
NRR,"","",""
NSB,Bimini,بيميني,बिमिनी
NSH,"","",""
NSK,Norilsk,نوريلسك,नोरिल्स्क
NSN,Nelson,نيلسون,नेल्सन
NSQ,"","",""
NST,Nakhon Si Thammarat,ناخون سي ثامارات,नॅखन सी थंमरत
NTB,Notodden,,नोटोद्देन
NTE,Nantes,نانت,नॅंट्स
NTG,Nantong,نانتونغ,नाँटोंग
NTL,Newcastle,نيوكاسل,न्यूकैसल
NTN,Normanton,,नॉर्मॅंटन
NTQ,Wajima,,वाजिमा
NTT,Niuatoputapu,,नियूयेटोप्यूटप्यू
NTX,Ranai-Natuna Besar Island,,रणाई नातुना बेसर आइलैंड
NTY,Sun City,صن سيتي,सन सिटी
NUE,Nerg,نيرغ,नर्ग
NUF,"","",""
NUI,Nuiqsut,,न्‍यूएक्सेट
NUK,"","",""
NUL,Nulato,,नुलातो  
NUP,Nunapitchuk,,नुनापीट्‍चक
NUS,Norsup,نورساب,नोरसप
NUX,Novyi Urengoy,نوفي يورنغوي,नोवी यूरेंगोए
NVA,Neiva,نيفا,नीवा
NVI,Navoi,,नवौय
NVK,Narvik,نارفيك,नार्विक
NVT,Navegantes,نافيغانتس,नॅविगेंटस
NWA,Moheli,,मोहेलि
NWI,Norwich,نورويتش,नॉर्विच
NYA,Nyagan,,नयागन
NYC,New York,نيويورك,न्यूयॉर्क
NYI,Sunyani,,सुनयानी
NYK,Nanyuki,نانيوكي,नॅनियूकी
NYM,Nadym,ناديم,नादयम्
NYR,"","",""
NYT,NAYPYITAW,,नॅयिपीयैटा
NYU,Nyuang U,نياونغ يو,न्युआंग उ
NYW,"","",""
NZH,Manzhouli,,मंज़ौली
NZL,"","",""
OAG,Orange,أورانج,ऑरेंज
OAJ,Jacksonville,جاكسونفيل,जॅकसनविल
OAK,Oakland,أوكلاند,ओकलैंड
OAL,Marktoberdorf,,मारक्टोबेरडोर्फ
OAS,"","",""
OAX,Oaxaca,أواكساكا,ओक्साका
OBN,North Connel,,नॉर्थ केनल
OBO,Obihiro,أوبيهيرو,ऑबिहिरो
OBU,Kobuk,,कोबुक
OBY,Ittoqqortoormiit,,इट्टोककोरतूरमीत
OCC,Coca,كوكا,कोका
OCM,"","",""
ODE,Odense,,ओडेंस
ODN,Long Seridan,لونغ سيريدان,लॉन्ग सेरीडान
ODO,Bodaibo,,बोदाइबो
ODS,Odessa,أوديسا,ओडेसा
ODY,Muang Xay,موانج إكساي,मुयांग जाय
OER,Ornskoldsvik,أورنسكولدسفيك,ओर्नस्कोल्ड्स्वीक
OFU,"","",""
OGG,Kahului,كاهولو,काहुलूइ
OGL,Georgetown,,जॉर्जटाउन
OGM,"","",""
OGN,Yonaguni Jima,,योनगुनी जीमा
OGS,Ogdensburg,أوجدينسبيرغ,ओगडेन्स्बर्ग
OGU,"","",""
OGX,Ouargla,ورقلة,ऑर्गल
OGZ,Beslan,بيسلان,बेसलान
OHD,Ohrid,أوهريد,ओहरिड
OHE,Mohe County,,मोहे काउंटी
OHH,Okha,,ओखा
OHO,Okhotsk,,ओखोत्स्क
OHS,"","",""
OIR,Okushiri,,ओकुशिरि
OIT,Oita,أويتا,ओइटा
OKA,Okinawa,أوكيناوا,ओकिनावा
OKC,Oklahoma City,أوكلاهوما سيتي,ओक्लाहामा सिटी
OKE,"","",""
OKI,Oki Island,جزيرة أوكي,ओकी आइलॅंड
OKJ,Okayama,أوكاياما,ओकायामा
OKL,"","",""
OLA,Orland,,ओरलंड
OLB,Olbia,أولبيا,ऑल्बीया
OLF,Wolf Point,,वुल्फ पॉइंट
OLH,Old Harbor,,ओल्ड हार्बर
OLL,"","",""
OLP,"","",""
OLX,"","",""
OLZ,Olpoi,,ओलपोई
OMA,Omaha,أوماها,ओमाहा
OMC,"","",""
OMD,Oranjemund,أورجنمند,ऑरेंजिमंड
OME,Nome,نومي,नोम
OMH,Uromiyeh,,युरोमियेह
OMO,"","",""
OMR,Oradea,أوراديا,ऑराडी
OMS,Omsk,أومسك,ओम्स्क
OND,Ondangwa,أوندانغوا,ओंडांगवा
ONG,Mornington,جزيرة مورنينغتون,मॉरनिंगटॉन
ONJ,Odate Noshiro,,ओडेत नोशिरो
ONK,"","",""
ONQ,Zonguldak,,झोनगूल्डाक
ONS,Onslow,,ऑन्स्लो
ONT,Ontario,أونتاريو,ओंटारियो
OOK,Toksook Bay,,टोकसुक बे
OOL,Gold Coast,غولد كوست,गोल्ड कोस्ट
OOM,Cooma,كوما,कूमा
OOT,"","",""
OPO,Porto,بورتو,पोर्टो
OPS,Sinop,,साइनॉप
ORB,Orebro,أوريبرو,ऑरेब्रो
ORF,Norfolk,نورفولك,नॉरफोल्क
ORH,Worcester,ووستر,वॉर्सेस्टर
ORI,Port Lions,,पोर्ट लायंस
ORK,Cork,كورك,कॉर्क
ORL,Orlando,,ऑरलैंडो
ORN,Oran,وهران,ओरान
ORT,"","",""
ORU,"","",""
ORV,Noorvik,,नूरविक 
ORZ,"","",""
OSA,Osaka,أوساكا,ओसाका
OSD,Ostersund,أوسترسوند,ऑस्टरसंड
OSI,Osijek,أوسييك,ओसिज़ेक
OSL,Oslo,أوسلو,ओस्लो
OSN,Osan,,ओसान
OSO,"","",""
OSR,Ostrava,أوسترافا,ओस्ट्रावा
OSS,Osh,أوش,ओश
OST,Ostend,أوستند,ओस्टेंड
OSW,Orsk,أورسك,ओर्स्क
OSY,Namsos,نامسوس,नॅम्सोस
OTD,Contadora Island,جزيرة كونتادورا,कोंटाडोरा आइलैंड
OTH,North Bend,نورث بيند,नॉर्थ बेंड
OTI,Morotai Island,,मोरोताई आइलॅंड
OTZ,Kotzebue,كوتزيبيو,कोट्ज़ेब्यू
OUA,Ouagadougou,واغادوغو,वागडूगू
OUD,Oujda,وجدة,ओजदा
OUL,Oulu,أولو,औलू
OUZ,"","",""
OVB,Novosibirsk,نوفوسيبيرسك,नोवोसिबिर्स्क
OVD,Asturias,أستورياس,ऑस्टुरियस
OVS,Sovetskiy,,सोवेतस्की
OWB,Owensboro,أونسبورو,ओवेन्सबोरो
OXB,Bissau,بيساو,बिसाऊ
OZC,Ozamis,أوزاميس,ओजामिस
OZG,"","",""
OZH,Zaporozhye,,ज़पॉरोज़े
OZZ,Ouarzazate,ورزازات,ओआरज़ज़त
PAD,Paderborn,بادربورن,पाडेरबोर्न
PAF,Pakuba,,पाकूबा
PAG,Pagadian,باجاديان,पेगाडिअन
PAH,Paducah,بادوكاه,पाड़ुकाह
PAP,Port Au Prince,بورت أو برنس,पोर्ट औ प्रिंस
PAR,Paris,باريس,पेरिस
PAS,Paros,باروس,पॅरोस
PAT,Patna,باتنا,पटना
PAV,Paulo Alfonso,,पौलो अलफोंसो
PAZ,Poza Rica,,पोज़ा रीका
PBC,Puebla,بويبلا,पुएब्ला
PBD,"","",""
PBG,Plattsburgh,بلاتسبرغ,प्लॉट्सबर्घ
PBH,Paro,بارو,पारो
PBI,West Palm Beach,ويست بالم بيتش,वेस्ट पाम बीच
PBJ,Paama Island,جزيرة باما,पामा आइलॅंड
PBM,Paramaribo,باراماريبو,पारामारिबो
PBO,Paraburdoo,بارابوردو,पराबुरडू
PBP,Nandayure,,नांदेयूर
PBR,"","",""
PBU,Putao,بوتاو,पुटाओ
PBZ,"","",""
PCL,Pucallpa,بوكالبا,पुकल्लपा
PCN,Picton,,पिकटन
PCP,"","",""
PCQ,"","",""
PCR,Puerto Carreno,بورتو كارينو,प्योर्टो कैरैनो
PDA,Puerto In¡rida,,पूवरतो इनॅरिडा
PDB,Pedro Bay,,पेड्रो बै
PDG,Padang,بادانج,पाडांग
PDL,Ponta Delgada,بونتا ديلجادا,पोंटा डेल्गाडा
PDM,"","",""
PDP,Punta Del Este,بونتا ديل استي,पंटा डेल एस्टे
PDS,Piedras Negras,بيدراس نيغراس,पीएड्रेस नेग्रास
PDT,Pendleton,بندلتون,पेंडलटन
PDV,Plovdiv,بلوفديف,प्लोवदिव
PDX,Portland,بورتلاند,पोर्टलैंड
PEC,Pelican,,पेलिकन
PED,Pardubice,باردوبيتسه,पारडुबीसे
PEE,Perm,بيرم,पर्म
PEG,Perugia,بيروجيا,पेरुगिया
PEI,Pereira,بيريرا,परेरा
PEM,Puerto Maldonado,بويرتو مالدونادو,प्वेर्टो मैल्डोनाडो
PEN,Penang,بينانغ,पेनांग
PER,Perth,بيرث,पर्थ
PES,Petrozavodsk,,पेट्रोज़ावोद्स्क
PET,Pelotas,بيلوتاس,पेलोटस
PEU,Puerto Lempira,بويرتو مبيرا,प्वेर्टो लेम्पिरा
PEW,Peshawar,بيشاور,पेशावर
PEX,"","",""
PEZ,Penza,,पेन्ज़ा
PFB,Passo Fundo,باسو فوندو,पस्सो फन्डो
PFO,Paphos,بافوس,पेपहोस
PGA,Page,بيدج,पेज
PGF,Perpignan,بربينيان,पेरपीज्ञान
PGH,Pantnagar,بانتينجر,पंतनगर
PGK,Pangkal Pinang,بانغكال بينانغ,पंगकल पिनांग
PGM,"","",""
PGU,Khalije Fars,,खलीज फार्स 
PGV,Greenville,غرينفيل,ग्रीनविल
PGX,Perigueux,بيريجو,पेरिगुएक्स
PGZ,"","",""
PHB,"","",""
PHC,Port Hartcourt,بورت هاركورت,पोर्ट हार्टकॉर्ट
PHE,Port Hedland,بورت هيدلاند,पोर्ट हेडलैंड
PHF,Hampton Newport News Williamsburg,هامبتون / نيوبورت نيوز / وليامز بيرغ,हैम्पटन न्यूपोर्ट न्यूज़ विलियम्सबर्ग
PHL,Philadelphia,فيلادلفيا,फिलाडेल्फिया
PHO,Port Moller,بورت مولر,पोर्ट मोलर
PHS,Phitsanulok,فيتسانولوك,फिट्सानुलोक
PHW,Phalaborwa,فالابورا,फलबोरवा
PHX,Phoenix,فينيكس,फीनिक्स
PIA,Peoria,بيوريا,पीओरिआ
PIH,Pocatello,بوكاتيلو,पॉकटेलो
PIN,Parintins,,पेरिनटीन्स
PIO,"","",""
PIP,Port Moller,بورت مولر,पोर्ट मोलर
PIR,Pierre,بيير,पिएर्‍र
PIS,Poitiers,بواتييه,पोइत्एर्स
PIT,Pittsburgh,بيتسبرغ,पिट्सबर्ग
PIU,Piura,بيورا,प्यूरा
PIX,Pico,بيكو,पिको
PIZ,Point Lay,,प्वाइंट लै
PJA,Pajala,,पजाला
PJG,Panjgur,بنجكور,पंजगुर
PJM,Puerto jimenez,بويرتو خيمينيز,पुएर्तो जिमेनीज़
PKA,"","",""
PKB,Marietta Parkersburg,ماريتا باركرسبرغ,मरिएटा पार्कर्सबर्ग
PKC,Petropavlovsk Kamchats,بيتروبافلوفسك كامتشاتسكي,पेतरोपावलोवस्क कॅमचेट्स
PKE,Parkes,,पार्क्स
PKN,Pangkalan Bun,بانكالان بان,पँगकेलन बन
PKP,Puka puka,بوكا بوكا,पुका पुका
PKR,Pokhara,بوكارا,पोखरा
PKU,Pekanbaru,بيكانبارو,पिकांबरु
PKY,Palangkaraya,بالانجكارايا,पलंगकराया
PKZ,Pakse,باكس,पाक्से
PLJ,Placencia,,प्लसेंसिया
PLM,Palembang,باليمبانغ,पलेमबांग
PLN,Pellston,بيلستون,पेल्सटन
PLO,Port Lincoln,بورت لينكولن,पोर्ट लिंकन
PLQ,Palanga,بالانغا,पलन्गा
PLS,Providenciales,بروفيدنسياليس,प्रोविडेंसियलेस
PLW,Palu,بالو,पालू
PLX,Semiplatinsk,,सेमिपलटीन्स्क
PLZ,Port Elizabeth,بورت اليزابيث,पोर्ट एलिजाबेथ
PMA,Pemba,,पेम्बा
PMC,Puerto Montt,بويرتو مونت,प्यूर्तो मॉन्ट
PMI,Palma Mallorca,بالما مايوركا,पाल्मा मल्लोरका
PMK,Palm Island,,पाम आइलैंड
PML,Cold Bay,,कोल्ड बै
PMO,Palermo,باليرمو,पलेर्मो
PMR,Palmerston North,بالمرستون نورث,पामर्स्टन नॉर्थ
PMV,Porlamar,بورلامار,पोर्लामर
PMW,Palmas,بالماس,पालमास
PMY,Puerto Madryn,بويرتو مادرين,प्यर्टो माद्रीन
PMZ,Palmar Sur,بالمار سور,पाल्मार सुर
PNA,Pamplona,بامبلونا,पॅंप्लोना
PND,Punta Gorda,بونتا جوردا,पंटा गोरदा
PNH,Phnom Penh,بنوم بنه,फ्नॉम पेन्ह
PNI,Pohnpei,بوهنباي,पोह्न्पेइ
PNK,Pontianak,بونتياناك,पोंटियानक
PNL,Pantelleria,بانتيليريا,पंटेल्लेरिया
PNP,Girua,,गिरुआ
PNQ,Pune,بوني,पुणे
PNR,Pointe Noire,,पॉइंट नोयर
PNS,Pensacola,بينساكولا,पेंसाकोला
PNT,Puerto Natales,,पुएरटो नेटेल्स
PNY,"","",""
PNZ,Petrolina,بترولينا,पेट्रोलिना
POA,Porto Alegre,بورتو أليغري,पोर्टो एलेग्रे
POG,Port Gentil,بور جانتي,पोर्ट जेनटिल
POI,Potosi,,पोटोसी
POL,Pemba,بيمبا,पेम्बा
POM,Port Moresby,بورت مورسبي,पोर्ट मोरेस्बी 
POP,Puerto Plata,بويرتو بلاتا,प्युर्टो प्लाटा
POR,Pori,بوري,पोरी
POS,Port Of Spain Trinidad,بورت أوف سبين ترينيداد,पोर्ट ऑफ स्पेन त्रिनिदाद
POZ,Poznan,بوزنان,पॉज़्नान
PPB,President Prudente,,प्रेसीडेंट प्रूडेंटे
PPG,Pago Pago,باجو باجو,पागो पागो
PPK,Petropavlosk,,पेत्रोपाव्लेव्स्क
PPN,Popayan,بوبايان,पोपायन 
PPP,Prosserpine,بروسربين,प्रॉस्पैन
