city_code,city_name_en,city_name_hi,city_name_ar
CMB,Colombo,कोलंबो,كولومبو
CME,Ciudad Del Carmen,सिउदाद डेल कारमेन,سيوداد ديل كارمن
CMF,Chambery,शैमबेरी,شامبيري
CMG,Corumba,कोरूमबा,
CMH,Columbus,कोलंबस,كولومبوس
CMI,Champaign,चम्पैग्न,تشامبيغن
CAS,Casablanca,कैसाब्लांका,الدار البيضاء
CMW,Camaguey,कामागुए,كماغوي
CMX,Hancock,हैनकॉक,هانكوك
CND,Constanta,कोन्स्टांता,كونستانتسا
BHZ,Belo horizonte belo horizon,बेलो हॉरिज़ॉंट बेलो हराइज़न,بيلو هوريزونتي / بيلو هوريزون
CNJ,Cloncurry,क्लोंकरी,كلونكيري
CNP,Neerlerit Inaat,निर्लेरित इनाट,نيرليريت إنات
CNQ,Corrientes,कोरिएंटेस,كوريينتس
CNS,Cairns,केर्न्स,كيرنز
CNX,Chiang Mai,चियांग माई,تشيانغ ماي
CNY,Moab,मोआब,موآب
COD,Cody Yellowstone,कोड़ी येलोस्टोन,كودي يلوستون
COG,"","",""
COK,Cochin,कोचीन,كوشين
COO,Cotonou,कोटोनौ,كوتونو
COQ,Choibalsan,क्वैइबालसन,
COR,Cordoba,कॉर्डोबा,قرطبة
COS,Colorado Springs,कोलोराडो स्प्रिंग्स,كولورادو سبرينغز
COU,Columbia,कोलंबिया,كولومبيا
CPC,San Martin Des Andes,सैन मार्टिन देस एंडेज़,سان مارتن دي أندس
CPE,Campeche,कंपेचे,كامبيتشي
CPH,Copenhagen,कोपेनहेगन,كوبنهاغن
CPO,Copiapo,कॉपियापो,كوبيابو
CPR,Casper,कॅस्पर,كاسبر
CPT,Cape Town,केप टाउन,كيب تاون
CPV,Campina Grande,कैम्पिना ग्रांडे,كامبينا غراندي
CPX,Culebra island,कुलेबरा आइलॅंड,جزيرة كوليبرا
CRD,Comodoro Rivadavia,कोमोडोरो रिवादाविया,كومودورو ريفادافيا
CRK,Angeles City,एंजेल्स सिटी,مدينة انجليس
CRM,Catarman,कटारमन,كاترمان
CRP,Corpus Christi,कॉर्पस क्रिस्टी,كوربوس كريستي
CRW,Charleston,चार्ल्सटन,تشارلستون
CRZ,Turkmenabat,टर्कमेनाबात ,
CSG,Columbus,कोलंबस,كولومبوس
CSX,Changcha,चाँगचा,تشانغشا
CSY,Cheboksary,चेबोक्सरी,تشيبوكساري
CTA,Catania,कैटेनिया,كاتانيا
CTC,Catamarca,काटमारका,كاتاماركا
CTG,Cartagena,कार्टाजेना,كارتاخينة
CTL,Charleville,चारलेविल्ल,تشارليفيل
CTM,Chetumal,चेतुमाल,شيتومال
CTN,Cooktown,कुकटाउन,
SPK,Sapporo,सपोरो,سابورو
CTU,Chengdu,चेंगदू,تشنغدو
CUA,"","",""
CUC,Cucuta,कुकुटा,كوكوتا
CUE,Cuenca,कुएनका,كوينكا
CUF,Levaldigi,लेवालडिजी,ليفالديجي
CUL,Culiacan,कूलियाकान,كولياكان
CUM,Cumana,क्यूमना,كومانا
CUN,Cancun,कैनकन,كانكون
CUR,Curacao,कुराकाओ,كوراكاو
CUU,Chihuahua,चिहुआहुआ,تشيهواهوا
CUZ,Cuzco,कज़्को,كوزكو
CVG,Cincinnati,सिनसिनाटी,سينسيناتي
CVM,Ciudad Victoria,स्यूदाद विक्टोरिया,سيوداد فيكتوريا
CVQ,"","",""
CVU,Corvo,कॉर्वो,كورفو
AUW,Wausau,वोसौऊ ,
CWB,Curitiba,कुरीतिबा,كوريتيبا
CWC,"","",""
CWJ,"","",""
CWL,Cardiff,कार्डिफ,كارديف
CXB,Coxs Bazar,कॉक्स बाजार,كوكس بازار
YVR,Vancouver,वैंकूवर,فانكوفر
CXI,Kiritimati,किरीटिमाती,كيريتيماس
NHA,Nhatrang,न्हाट्रंग,
CYB,Cayman Brac Is,केमैन ब्रैक है,جزيرة كايمان براك
CYF,Chefornak,छेफोर्नक,
CYO,Cayo,कायो,كايو
CYP,Calbayog City,कालबायोग सिटी,مدينة كالبايوج
CYS,Cheyenne,छेयेन्ने,شايان
CYU,"","",""
CYX,Cherskiy,चेर्स्कीय,
CYZ,Cauayan,कौआयन,كوايان
CZE,Coro,कोरो,كورو
CZL,Constantine,कांस्टेंटाइन,قسنطينة
CZM,Cozumel,कोज़ुमेल,كوزوميل
CZS,Cruzeiro do Sul,क्रूज़ेरो डो सुल,
CZU,Corozal,कोरोज़ल,كوروزال
CZX,Changzhou,चांगझोऊ,تشانغتشو
DAB,Daytona Beach,डेटोना बीच,دايتونا بيتش
DAC,Dhaka,ढाका,داكا
DAD,Danang,डानांग,دانانج
DFW,Dallas Fort Worth,डलास फोर्ट वर्थ,دالاس فورت وورث
DAM,Damascus,डमास्कस ,دمشق
DAR,Dar Es Salaam,दार इस सालाम,دار السلام
DAT,Datong,दातोंग,داتونغ
DAU,Daru,दारु,
DAV,David,डेविड,
DAX,Dazhou,डैज़हाऊ,داتشو
DAY,Dayton,डेटन,دايتون
DBA,Dalbandin,दालबैंडीन,دالباندين
DBC,"","",""
DBO,Dubbo,डुब्बो,دوبو
DBQ,Dubuque,डब्यूख,دوبوك
DBV,Dubrovnik,डबरोवनिक,دوبروفنيك
WAS,Washington,वाशिंगटन,واشنطن
DOM,Dominica,डोमिनिका,دومينيكا
DCY,Daocheng,दाओचेंग ,
DDD,"","",""
DDG,Dandong,डॅनडोंग,داندونغ
DEA,Dera Ghazi Khan,डेरा गाज़ी खान,ديرا غازي خان
DEB,Debrecen,डेबरसेन,ديبريسين
DEC,Decatur,डीकेटर,ديكاتور
DED,Dehradun,देहरादून,دهرادون
DEE,Yuzhno-Kurilsk,यूज़णो-क्यूरिल्स्क,
DEL,New Delhi,न्यू देल्ही,نيودلهي
DEN,Denver,डेनवर,دنفر
DEX,"","",""
DGA,Dangriga,डांगरीगा,
DGE,"","",""
DGO,Durango,दुरंगो,دورانجو
DGT,Dumaguete,डॅमगॅट,دومغت
DHI,Dhangarhi,धानगर्ही ,
DHM,Dharamsala,धर्मशाला,دارام سالا
DHN,Dothan,दोतन,دوثان
DIB,Dibrugarh,डिब्रूगरह,ديبروجاره
DIE,Antsiranana,एंटसिरानाना,أنتسيرانانا
DIG,Shangri La,शांग्री - ला,شانغريلا
DIK,Dickinson,डिकिंसन,ديكنسون
DIL,Dili,दिली,ديلي
DIN,Dienbienphu,डाएनबीएनफू,ديان بيان فو
DIR,Dire Dawa,डायर डावा,دير داوا
DIU,Diu,दीव,ديو
DIY,Diyabakir,डायबेकीर ,ديار بكر
DJB,Jambi,जाम्बी,جامبي
DJE,Djerba,जेरबा,جربة
DJG,Djanet,द्जानेट,جانت
DJJ,Jayapura,जयापुरा,جايابورا
DKR,Dakar,डकार,داكار
DLA,Douala,डोला,دوالا
DLC,Dalian,डालियन,داليان
DLG,Dillingham,डिल्लिंगहॅम,ديلينجهام
DLH,Duluth,डुलुथ,دولوث
DLI,Dalat,डालाट,دالات
DLM,Dalaman,डॅलामान,دالامان
DLU,Dali,दली,دالي
DMB,Dzhambul,ड्ज़ामबुल,جامبول
DMD,Doomadgee,दुमदगी,
MOW,Moscow,मॉस्को,موسكو
DMM,Dammam,दंमम,الدمام
DMU,Dimapur,दीमापुर,ديمابور
DNH,Dunhuang,दुनहुआंग,دونهوانغ
DNK,Dnepropetrovsk,ड़नेपरोपेत्रोव्स्क,دنيبروبيتروفسك
DNR,Dinard,डिनार्ड,دينارد
DNZ,Denizli,डेनिज़ली,
DOD,Dodoma,डोडोमा,
DOH,Doha,दोहा,الدوحة
DOL,Deauville,ड्यूविल,دوفيل
DOU,Dourados,दौरदोस,
DOY,Dongying,डोंगइंग,دونغ ينغ
DPL,Dipolog,डिपोलोग,ديبولوغ
DPO,Devonport,डेवनपोर्ट,دافنبورت
DPS,Denpasar Bali,डेनपासार बाली,دينباسار بالي
DQM,"","",""
DRK,Puntarenas,पुंटरेनस,
DRO,Durango,दुरांगो,دورانجو
DRS,Dresden,ड्रेसडेन,دريسدن
DRT,"","",""
DRW,Darwin,डार्विन,داروين
DSA,Doncaster Sheffield,डॉनकॉस्टर शेफील्ड,دونكاستر شيفيلد
VPS,Valparaiso,वॅल्परेसो,فالبارايسو
DSM,Des Moines,देस मोईन,دي موين
DSN,Dongsheng,डोंगशेंग,دونغ شنغ
DTM,Dortmund,डॉर्टमुंड,دورتموند
DTT,Detroit,डीट्राय्ट,ديترويت
DUB,Dublin,डबलिन,دبلن
DUD,Dunedin,डुनेडिन,دنيدن
DUJ,Du Bois,डु बोइस,دو بوا
DUR,Durban,डरबन,ديربان
DUS,Dusseldorf,डसेलडोर्फ,دوسلدورف
DUT,Dutch harbor,डच हार्बर,دوتش هاربر
DVL,Devils Lake,डेविल्स लेक ,
DVO,Davao,दवाओ,دافاو
DXB,Dubai,दुबई,دبي
DWD,Dawadmi,दवादमी,الدوادمي
DYG,Dayong,दायोंग,دايونغ
DYR,Anadyr,एनाडायर,أنادير
DYU,Dushanbe,दशाम्बे,دوشانبي
DZA,Dzaoudzi,ड्ज़ेयौड्ज़ी,دزاوودزي
DZN,Zhezkazgan,ज़हेज़काज़्गान,جيزكازجان
EAE,Sangafa,संगाफा,سانغافا
EAS,San Sebastian,सॅन सेबेस्टियन,سان سيباستيان
EAT,Wenatchee,वेनतची,وينتاتشي
EAU,Eau Claire,ओ क्लेयर,أو كلير
EBB,Entebbe,एनटेबे,عنتيبي
EBD,"","",""
EBJ,Esbjerg,एस्ब्जर्ग,ايسبيرج
EBL,Erbil,एरबिल,أربيل
EBU,St Etienne,सेंट ईटियेन,سانت ايتيين
ECN,Nicosia,निकोसिया,نيقوسيا
ECP,Panama City,पनामा सिटी,
EDI,Edinburgh,एडिनबर्ग,- إدنبره
EDL,Eldoret,एलडोरेट,إلدوريت
EDO,Balikesir Korfez,बलाइक्सीर कोरफेज़,
EDR,Pormpuraaw,पॉरम्प्यूरया,
EFL,Kefallinia,केफ़ोलिनिया,كيفالونيا
EGC,Bergerac,बेर्जेरक,برجراك
EGE,Vail Eagle,वेल ईगल,فيل إيغل
EGM,Sege,सेजे,سيجي
EGN,Geneina,जेनियीना,الجنينة
EGO,Belgorod,बेलगॉरॉड,بيلغورود
EIN,Eindhoven,आइंडहोवेन,أيندهوفن
EJA,Barrancabermeja,बैरनकैबरमेजा,بارانكابيرميا
EJH,Wejh,वेझ,الوجه
EKO,Elko,एल्को,إلكو
ELC,Elcho Island,एेल्को आइलैंड,جزيرة إلتشو
ELD,El Dorado,एल डॉराडो,الدورادو
ELF,El Fasher,एल फ़ेशर,الفاشر
ELG,El Golea,एल गोलेआ,القلعة
ELH,North Eleuthera,नॉर्थ एलूथेरा  ,نورث إلوثيرا
ELM,Corning Elmira,कॉर्निंग एलमिरा,كورنينج / إلميرا
ELP,El Paso,एल पासो,الباسو
ELQ,Gassim,गासिम,القصيم
ELS,East London,ईस्ट लंदन,إيست لندن
ELU,Guemar,गुएमार,
ELV,Elfin Cove,एल्फिन कोव,
NQT,Nottingham,नॉटिंघम,
EMD,Emerald,एमेरल्ड,إميرالد
ENA,Kenai,केनाइ,كيناي
ENE,Ende,एन्डे,إنده
ENH,Enshi,एेंशी,إينشي
ENI,El Nido,एल नीदो,
ENY,Yanan,यनान,يانان
MDE,Medellin,मेडेलिन,ميدلين
EPL,Epinal,एपीनाल,
EPR,Esperance,एस्परेंस,إسبيرانس
EQS,Esquel,एस्कुएल,آيسكيول
ERC,Erzincan,एर्ज़िनकैन,ارزينجان
ERF,Erfurt,एरफुर्ट,إرفورت
ERH,Er Rachidia,एर रचीडिया,الرشيدية
ERI,Erie,इरी,إري
WDH,Windhoek,विंडहोक,ويندهوك
ERZ,Erzurum,एर्ज़ुरूम,أرضروم
ANK,Ankara,अंकारा,أنقرة
ESC,Escanaba,एस्कानबा,اسكانابا
ESD,Eastsound,ईस्टसाउंड,
ESM,Esmeraldas,एसमेरलडास,
ESU,Essadouira,एसादउरा,الصويرة
ETH,Elat,एलाट,إيلات
ETZ,Metz Nancy,मेट्स नैन्सी,ميتز نانسي
EUG,Eugene,यूजीन,يوجين
EUN,Laayoune,लायौने,العيون
EUX,St Eustatius,सेंट यूस्टेटियस,سانت اوستاتيوس
EVE,Harstad Narvik,हर्स्टेड नारविक,هارستاد نارفيك
EVN,Yerevan,येरेवान,يريفان
EVV,Evansville,एवंसविल्ल,ايفانسفيل
EWB,Fall River New Bedford,फॉल रिवर न्यू बेडफर्ड,فول ريفر / نيو بيدفورد
EWN,New Bern,न्यू बर्न,نيوبيرن
NYC,New York,न्यूयॉर्क,نيويورك
EXT,Exeter,एक्सेटर,إكستر
EYK,Beloyarsky,बेलोयारर्स्की,
EYP,Yopal,योपाल,يوبال
EYW,Key West,की वेस्ट,كي ويست
EZS,Elazig,एलाजिग,إلازِغ
FAE,Vagar,वागर,فاجار
FAI,Fairbanks,फैयरबंक्स,فيربانكس
FAO,Faro,फेरो,فارو
FAR,Fargo,फार्गो,فارجو
FAT,Fresno,फ़्रेस्नो,فريسنو
FAV,Fakarava,फकरावा,
FAY,Fayetteville,फयेत्टविल,فايتفيل
FBD,Faizabad,फैजाबाद,فايز آباد
FBM,Lubumashi,लूब्यूमॅशी,لوبومباشي
FCA,Kalispell,कलिस्पेल्ल,كاليسبيل
ROM,Rome,रोम,روما
FDE,Forde,फोर्ड,فورد
FDF,Fort De France,फोर्ट डी फ्रांस,فور دو فرانس
FDH,Friedrichshafen,फ्रीद्रिक्सहाफेन,فريدريشسهافن
FEG,Fergana,फेर्गाना,فرغانة
FEN,Fernando Do Noronha,फर्नांडो डो नोरोन्हा,فرناندو دو نورونا
FEZ,Fez,फेज,فاس
FIH,Kinshasa,किंशासा,كينشاسا
FKB,Karlsruhe Baden Baden,कार्लज़ूए बाडेन बाडेन,كارلسروه / بادن بادن
FKL,Franklin,फ्रेंकलिन,فرانكلين
FKQ,Fak Fak,फॅक फॅक,
FKS,Fukushima,फुकुशिमा,
FLA,Florencia,फ्लोरेंशिया,فلورنسيا
GCN,Grand Canyon,ग्रैंड कैनियन,غراند كانيون
FLL,Fort Lauderdale,फोर्ट लॉडरडेल,فورت لودرديل
FLN,Florianopolis,फ्लोरिअनोपोलिस,فلوريانوبوليس
FLO,Florence,फ्लोरेंस,فلورنسا
FLR,Florence,फ्लोरेंस,فلورنسا
FLS,Flinders Island,फ्लिंडर्स आइलैंड,جزيرة فلندرز
FLW,Flores Flores Isl,फ्लोरेस फ्लोरेस आइलॅंड,فلوريس (جزيرة فلوريس)
FMA,Formosa,फॉरमोसा,فورموزا
FMI,Kalemie,कलेमीे,
FMM,Memmingen Allgau,मेम्मिंगें अलगौ,ميمينجين ألغاو
FMN,Farmington,फ़ार्मिंग्टन,فارمينغتون
FMO,Mer,मेर,مير
FNA,Freetown,फ्रीटाउन,فريتاون
FNC,Madeira,मादेइरा,ماديرا
FNJ,Pyongyang,फियोंगयांग,بيونغ يانغ
FNT,Flint,फ्लिंट,فلينت
FOC,Fuzhou,फ़ूज़ौ,فوزهو
FON,La Fortuna San Carlos,ला फॉर्च्यूना सेन कार्लोस,لا فورتونا سان كارلوس
FOR,Fortaleza,फोर्टलज़ा,فورتاليزا
FPO,Freeport,फ्रीपोर्ट,فريبورت
FRA,Frankfurt,फ्रैंकफर्ट,فرانكفورت
FRD,Friday harbor,फ्राइडे हार्बर,فرايدي هاربور
FRE,Fera Island,फेरा आइलैंड,جزيرة فيرا
FRO,Floro,फ्लोरो,فلورو
FRS,Flores,फ्लॉरेस,فلوريس
FRU,Bishkek,बिश्केक,بيشكيك
FSC,Figari,फ़िगरी,فيغاري
FSD,Sioux Falls,सिओक्स फॉल्स,سيوكس فولز
FSM,Fort Smith,फोर्ट स्मिथ,فورت سميث
FSP,St Pierre,सेंट पियरे,سانت بيير
FSZ,Shizuoka,शिज़ुओका,
FTE,El Calafate,एल कलाफटे,إلكالافاتى
FTU,Tolagnaro,टोलग्नारो,تولاغنارو
FUE,Fuerteventura Puerto Del Rosario,फुएर्टेवेंटूरा प्वेर्टो डेल रोज़ारियो,فويرتيفنتورا / بويرتو ديل روساريو
FUG,Fuyang,फूयांग,
FUJ,Fukue,फुकु,فيوكو
FUK,Fukuoka,फुकुओका,فوكوكا
FUO,Foshan,फोशन,
FUT,Futuna Island,फ़्यूचूना आइलैंड,
FWA,Fort Wayne,फोर्ट वेन,فورت واين
FYN,"","",""
FYU,Fort Yukon,फोर्ट यूकॉन,
GAE,Gabes,गेब्स,
GAF,Gafsa,गाफ्सा,
GAJ,Yamagata,यामागाटा,ياماغاتا
GAM,Gambell,गैम्बल,غامبيل
GAN,Gan Island,गॅन आइलॅंड,
GAU,Guwahati,गुवाहाटी,جواهاتي
GAY,Gaya,गया,جايا
GBB,Qabala,काबाला,
GBE,Gaborone,गॅबरोने,غابورون
GBT,Gorgan,गोर्गन,جرجان
GCC,Gillette,जिलेट,جيليت
GCI,Guernsey,गर्न्ज़ी,غيرنسي
GCK,Garden City,गार्डन सिटी,جاردن سيتي
GCM,Grand Cayman Island,ग्रैंड केमैन आइलॅंड,جزيرة كايمان العظمى
GDL,Guadalajara,गुआदलज़ारा,غوادالاخارا
GDN,Gdansk,जिडान्स्क,غدانسك
GDQ,Gondar,गोंदर,غوندار
GDT,Grand Turk Is,ग्रांड तुर्क इस,جزيرة غراند تورك
