airport_code,city_code,airport_name_en
EAA,"",""
ECI,"",""
EDA,"",""
EDO,"",""
EDR,"",""
EJN,"",""
EKS,"",""
ELV,"",""
ENF,"",""
ENI,"",""
EOI,"",""
EPL,"",""
ERG,"",""
ESD,"",""
ESL,"",""
ESM,"",""
ETR,"",""
EUA,"",""
EVG,"",""
EXI,"",""
FBS,"",""
FEC,"",""
FIE,"",""
FKI,"",""
FKQ,"",""
FLZ,"",""
FMI,"",""
FOA,"",""
FUT,"",""
FXE,"",""
FYJ,"",""
FYU,"",""
GAE,"",""
GAF,"",""
GAX,"",""
GEM,"",""
GER,"",""
GFF,"",""
GFN,"",""
GHT,"",""
GJL,"",""
GLX,"",""
GMA,"",""
GNS,"",""
GNU,"",""
GOM,"",""
GVR,"",""
GXH,"",""
GYG,"",""
GYL,"",""
HAC,"",""
HCJ,"",""
HFS,"",""
HGD,"",""
HHQ,"",""
HKB,"",""
HNY,"",""
HOV,"",""
HOX,"",""
HPA,"",""
HPG,"",""
HSL,"",""
HTG,"",""
HUE,"",""
HUS,"",""
HUZ,"",""
HXD,"",""
HYL,"",""
HZG,"",""
IAA,"",""
IAR,"",""
IBR,"",""
IEG,"",""
IFU,"",""
IGD,"",""
IJK,"",""
IKE,"",""
IKS,"",""
INB,"",""
INI,"",""
IOQ,"",""
IOT,"",""
IPN,"",""
IRC,"",""
IRI,"",""
IRP,"",""
ISC,"",""
ISE,"",""
ITU,"",""
IUI,"",""
IWA,"",""
IWJ,"",""
IWK,"",""
IXI,"",""
IZA,"",""
JAE,"",""
JAU,"",""
JBB,"",""
JBQ,"",""
JBR,"",""
JCK,"",""
JEK,"",""
JIJ,"",""
JJG,"",""
JKL,"",""
JPR,"",""
JQE,"",""
JRF,"",""
JTC,"",""
JUK,"",""
JUU,"",""
JXA,"",""
KAA,"",""
KAB,"",""
KAE,"",""
KAL,"",""
KAW,"",""
KAZ,"",""
KBC,"",""
KBU,"",""
KCC,"",""
KCF,"",""
KCK,"",""
KCM,"",""
KCO,"",""
KDL,"",""
KDX,"",""
KDY,"",""
KDZ,"",""
KEB,"",""
KEH,"",""
KEO,"",""
KEW,"",""
KFS,"",""
KGA,"",""
KGC,"",""
KGK,"",""
KGQ,"",""
KGT,"",""
KHM,"",""
KHQ,"",""
KHX,"",""
KID,"",""
KIE,"",""
KIY,"",""
KJH,"",""
KKB,"",""
KKI,"",""
KKX,"",""
KLF,"",""
KLN,"",""
KLW,"",""
KMC,"",""
KMN,"",""
KMS,"",""
KMY,"",""
KND,"",""
KNG,"",""
KNK,"",""
KOO,"",""
KOY,"",""
KOZ,"",""
KPB,"",""
KPN,"",""
KPV,"",""
KRB,"",""
KRW,"",""
KSE,"",""
KSF,"",""
KSY,"",""
KTB,"",""
KTD,"",""
KTR,"",""
KTS,"",""
KUK,"",""
KUM,"",""
KUZ,"",""
KVK,"",""
KVR,"",""
KWM,"",""
KWT,"",""
KWZ,"",""
KXF,"",""
KXU,"",""
KYU,"",""
KZR,"",""
LAK,"",""
LBN,"",""
LCX,"",""
LDZ,"",""
LEC,"",""
LEQ,"",""
LFQ,"",""
LGQ,"",""
LIO,"",""
LIQ,"",""
LIW,"",""
LIX,"",""
LJA,"",""
LKA,"",""
LKY,"",""
LLB,"",""
LLV,"",""
LMA,"",""
LPF,"",""
LPK,"",""
LPP,"",""
LPS,"",""
LPY,"",""
LQM,"",""
LQN,"",""
LRV,"",""
LSA,"",""
LSH,"",""
LSW,"",""
LSY,"",""
LSZ,"",""
LTQ,"",""
LTT,"",""
LTX,"",""
LUO,"",""
LUP,"",""
LWE,"",""
LWK,"",""
LYX,"",""
LZR,"",""
MBD,"",""
MBE,"",""
MBX,"",""
MDK,"",""
MEQ,"",""
MFA,"",""
MFU,"",""
MGB,"",""
MGH,"",""
MGU,"",""
MGZ,"",""
MHC,"",""
MHG,"",""
MII,"",""
MIM,"",""
MKZ,"",""
MLH,"",""
MLL,"",""
MLY,"",""
MMD,"",""
MMM,"",""
MMO,"",""
MMQ,"",""
MMU,"",""
MNA,"",""
MNC,"",""
MNI,"",""
MNO,"",""
MNT,"",""
MNU,"",""
MOA,"",""
MOC,"",""
MOF,"",""
MOG,"",""
MOU,"",""
MPB,"",""
MPP,"",""
MQJ,"",""
MQM,"",""
MQN,"",""
MSR,"",""
MSZ,"",""
MTM,"",""
MUE,"",""
MUZ,"",""
MVB,"",""
MVL,"",""
MXX,"",""
MYA,"",""
MYP,"",""
MYU,"",""
MZA,"",""
MZH,"",""
MZO,"",""
NAH,"",""
NAV,"",""
NAW,"",""
NBN,"",""
NBX,"",""
NCJ,"",""
NDY,"",""
NER,"",""
NFO,"",""
NGD,"",""
NIB,"",""
NIF,"",""
NIQ,"",""
NIU,"",""
NKI,"",""
NKT,"",""
NLG,"",""
NLH,"",""
NLT,"",""
NME,"",""
NNL,"",""
NOB,"",""
NOP,"",""
NOV,"",""
NQU,"",""
NRA,"",""
NRL,"",""
NRR,"",""
NSB,"",""
NSQ,"",""
NTB,"",""
NTN,"",""
NTQ,"",""
NTT,"",""
NTX,"",""
NUI,"",""
NUL,"",""
NUP,"",""
NWA,"",""
NYI,"",""
NYR,"",""
NYW,"",""
NZH,"",""
OAL,"",""
OBN,"",""
OCM,"",""
ODE,"",""
OGL,"",""
OGM,"",""
OGN,"",""
OGU,"",""
OHH,"",""
OHO,"",""
OHS,"",""
OIR,"",""
OKD,"",""
OKE,"",""
OLA,"",""
OLH,"",""
OLL,"",""
OLZ,"",""
ONJ,"",""
ONK,"",""
ONQ,"",""
ONS,"",""
ORI,"",""
ORZ,"",""
OSN,"",""
OTD,"",""
OTI,"",""
OZH,"",""
PAF,"",""
PAV,"",""
PBP,"",""
PBZ,"",""
PCN,"",""
PDB,"",""
PDK,"",""
PDM,"",""
PEC,"",""
PES,"",""
PEZ,"",""
PGM,"",""
PGU,"",""
PIN,"",""
PIZ,"",""
PJA,"",""
PKA,"",""
PKE,"",""
PLJ,"",""
PLX,"",""
PMA,"",""
PMK,"",""
PNT,"",""
PPB,"",""
PPV,"",""
PPW,"",""
PQS,"",""
PQT,"",""
PRY,"",""
PSJ,"",""
PSV,"",""
PTA,"",""
PTK,"",""
PTU,"",""
PTX,"",""
PUE,"",""
PVA,"",""
PWE,"",""
PYC,"",""
PYJ,"",""
QFT,"",""
QJH,"",""
QOQ,"",""
QSC,"",""
RBM,"",""
RBQ,"",""
RBY,"",""
RCE,"",""
RCM,"",""
RCQ,"",""
RCY,"",""
RDO,"",""
RDP,"",""
RDV,"",""
RGK,"",""
RHR,"",""
RHT,"",""
RIH,"",""
RIS,"",""
RIV,"",""
RIZ,"",""
RKE,"",""
RLK,"",""
RMP,"",""
RMS,"",""
RNJ,"",""
RNN,"",""
ROO,"",""
RSH,"",""
RSS,"",""
RTG,"",""
RTI,"",""
RTW,"",""
RVD,"",""
RVE,"",""
RVK,"",""
RYL,"",""
RZS,"",""
SBG,"",""
SDD,"",""
SDN,"",""
SEK,"",""
SEU,"",""
SFL,"",""
SGO,"",""
SGX,"",""
SHF,"",""
SHG,"",""
SHO,"",""
SIC,"",""
SIF,"",""
SIG,"",""
SIR,"",""
SIS,"",""
SJK,"",""
SKX,"",""
SLI,"",""
SLQ,"",""
SLX,"",""
SMK,"",""
SMQ,"",""
SNC,"",""
SNE,"",""
SOV,"",""
SOY,"",""
SPP,"",""
SPR,"",""
SQG,"",""
SQJ,"",""
SRI,"",""
SRK,"",""
SRP,"",""
SRV,"",""
SSJ,"",""
STG,"",""
SUK,"",""
SUY,"",""
SVK,"",""
SVP,"",""
SVR,"",""
SVS,"",""
SWO,"",""
SWQ,"",""
SWT,"",""
SXP,"",""
SXZ,"",""
SYO,"",""
SYS,"",""
SZA,"",""
SZE,"",""
SZY,"",""
TAL,"",""
TAZ,"",""
TBH,"",""
TBI,"",""
TBT,"",""
TCA,"",""
TCM,"",""
TCR,"",""
TDK,"",""
TEQ,"",""
TEZ,"",""
TFF,"",""
TFI,"",""
TGI,"",""
TGP,"",""
TGT,"",""
THD,"",""
THN,"",""
THX,"",""
TJK,"",""
TJL,"",""
TJN,"",""
TKD,"",""
TKE,"",""
TKJ,"",""
TKN,"",""
TLA,"",""
TLI,"",""
TLK,"",""
TLT,"",""
TLY,"",""
TME,"",""
TMF,"",""
TML,"",""
TMT,"",""
TNE,"",""
TNK,"",""
TQA,"",""
TQI,"",""
TRA,"",""
TRO,"",""
TTJ,"",""
TUF,"",""
TVY,"",""
TWA,"",""
TWT,"",""
TXF,"",""
TYF,"",""
UDJ,"",""
UGI,"",""
UKG,"",""
ULD,"",""
ULG,"",""
ULP,"",""
ULX,"",""
UMS,"",""
UOA,"",""
UOL,"",""
URE,"",""
USQ,"",""
USR,"",""
UST,"",""
UTO,"",""
UYU,"",""
VAG,"",""
VAN,"",""
VAS,"",""
VAV,"",""
VAW,"",""
VBA,"",""
VBP,"",""
VBS,"",""
VEE,"",""
VGZ,"",""
VHC,"",""
VHV,"",""
VIF,"",""
VPE,"",""
VPG,"",""
VRB,"",""
VRY,"",""
VST,"",""
VTU,"",""
VUS,"",""
VUU,"",""
VYI,"",""
WBQ,"",""
WDS,"",""
WGP,"",""
WIN,"",""
WJR,"",""
WKJ,"",""
WLE,"",""
WLP,"",""
WLS,"",""
WMB,"",""
WNA,"",""
WNH,"",""
WNR,"",""
WRY,"",""
WSX,"",""
WTB,"",""
WUT,"",""
WYA,"",""
XEQ,"",""
XLB,"",""
XNB,"",""
XQU,"",""
XSB,"",""
XSI,"",""
XTG,"",""
XTL,"",""
YAB,"",""
YAZ,"",""
YBT,"",""
YCK,"",""
YCR,"",""
YDA,"",""
YFJ,"",""
YGB,"",""
YGH,"",""
YGO,"",""
YIC,"",""
YIE,"",""
YIV,"",""
YKH,"",""
YKO,"",""
YNE,"",""
YNP,"",""
YOC,"",""
YOH,"",""
YPB,"",""
YPY,"",""
YRS,"",""
YSO,"",""
YST,"",""
YTM,"",""
YTY,"",""
YWJ,"",""
ZAC,"",""
ZBL,"",""
ZFN,"",""
ZGI,"",""
ZGS,"",""
ZIG,"",""
ZIX,"",""
ZKP,"",""
ZND,"",""
ZTM,"",""
AAD,"",""
AAK,"",""
ABF,"",""
ACR,"",""
ACZ,"",""
AEA,"",""
AEG,"",""
AEU,"",""
AFZ,"",""
AIS,"",""
AJK,"",""
AKR,"",""
ANA,"",""
AXJ,"",""
BAR,"",""
BBG,"",""
BCU,"",""
BEZ,"",""
BGC,"",""
BJB,"",""
BKB,"",""
BPG,"",""
BQG,"",""
BQH,"",""
BTW,"",""
BUP,"",""
BUT,"",""
BXH,"",""
BXY,"",""
CAT,"",""
CBL,"",""
CCA,"",""
CCR,"",""
CDE,"",""
COG,"",""
CSH,"",""
CTD,"",""
CUA,"",""
CVQ,"",""
CWC,"",""
CWJ,"",""
CYI,"",""
CYU,"",""
CZN,"",""
DBC,"",""
DDD,"",""
DEX,"",""
DGE,"",""
DJN,"",""
DSS,"",""
DQM,"",""
DRT,"",""
FYN,"",""
GGR,"",""
GLU,"",""
GMQ,"",""
GTZ,"",""
GUB,"",""
GUO,"",""
GYM,"",""
HDM,"",""
HIM,"",""
HLE,"",""
HOE,"",""
HTT,"",""
HUO,"",""
IHR,"",""
IIL,"",""
INA,"",""
IPI,"",""
IQM,"",""
IVR,"",""
IXY,"",""
IZT,"",""
JIN,"",""
JJD,"",""
JJM,"",""
JMJ,"",""
JWN,"",""
KAC,"",""
KBH,"",""
KBZ,"",""
KEU,"",""
KHY,"",""
KKS,"",""
KLB,"",""
KOM,"",""
KPW,"",""
KRC,"",""
KSL,"",""
KSZ,"",""
KTJ,"",""
KUC,"",""
KXK,"",""
LAH,"",""
LAJ,"",""
LBG,"",""
LCR,"",""
LFM,"",""
LLO,"",""
LMC,"",""
LNO,"",""
LOV,"",""
LOY,"",""
LPD,"",""
LPX,"",""
LVO,"",""
LYN,"",""
LZN,"",""
MFK,"",""
MJK,"",""
MKR,"",""
MMG,"",""
MNK,"",""
MRQ,"",""
MTK,"",""
MWK,"",""
MZK,"",""
NAA,"",""
NEU,"",""
NGK,"",""
NGL,"",""
NIG,"",""
NON,"",""
NRE,"",""
NSH,"",""
NUF,"",""
NZL,"",""
OLX,"",""
OMC,"",""
OOT,"",""
ORT,"",""
PBR,"",""
PCP,"",""
PCQ,"",""
PEX,"",""
PGZ,"",""
PHB,"",""
PIO,"",""
PNY,"",""
PRM,"",""
PXA,"",""
PZL,"",""
QSZ,"",""
QUB,"",""
RAQ,"",""
RCU,"",""
RJM,"",""
RZR,"",""
SAG,"",""
SBT,"",""
SDG,"",""
SFS,"",""
SLV,"",""
SMT,"",""
SQD,"",""
SZI,"",""
TBF,"",""
TCD,"",""
TJS,"",""
TLQ,"",""
TLU,"",""
TMN,"",""
TSU,"",""
TSY,"",""
TXE,"",""
TYD,"",""
UCB,"",""
URO,"",""
UZR,"",""
VAL,"",""
VIN,"",""
VRL,"",""
VSE,"",""
WEC,"",""
WGN,"",""
WHF,"",""
WPR,"",""
WPU,"",""
WUN,"",""
WUU,"",""
XNH,"",""
YES,"",""
YMX,"",""
YND,"",""
ZDY,"",""
ZIA,"",""
ZIS,"",""
ACP,"",""
BCO,"",""
BXR,"",""
CQD,"",""
DHG,"",""
DLR,"",""
DTU,"",""
DUE,"",""
FIZ,"",""
FNI,"",""
FTI,"",""
GCH,"",""
HCQ,"",""
HHR,"",""
JAR,"",""
JIO,"",""
JMO,"",""
JSA,"",""
JSJ,"",""
JYR,"",""
KDA,"",""
KHK,"",""
LTK,"",""
LUA,"",""
LVP,"",""
MHW,"",""
NDC,"",""
NEI,"",""
OFU,"",""
PIK,"",""
RJN,"",""
RKZ,"",""
RUD,"",""
RVI,"",""
SNG,"",""
SUP,"",""
SYJ,"",""
TCX,"",""
WMI,"",""
WMT,"",""
WOL,"",""
WRZ,"",""
YON,"",""
YSQ,"",""
ZGR,"",""
DIS,"",""
GTP,"",""
ONL,"",""
CRC,"",""
GCT,"",""
ASA,"",""
